parent_db,parent_sseqid,parent_name,parent_type,parent_length,nested_db,nested_sseqid,nested_name,nested_type,nested_strand,nested_start,nested_end,nested_length,nested_subject_length,nested_subject_start,nested_subject_end,percent_identity,percent_match,evalue,fragment
snapgene,GUSPlus(TM),GUSPlus™,CDS,2023,snapgene,cat1_intron_(2),cat1 intron,intron,1,15,205,190,190,1,190,100.0,100.0,5.4400000000000005e-105,False
snapgene,GmR,GmR,CDS,534,Rfam,RF02912,AAC AAD leader,ncRNA,1,7,87,80,75,1,75,91.0,93.33333333333333,1.7e-15,False
snapgene,GmR,GmR,CDS,534,snapgene,attL4,attL4,protein_bind,-1,466,481,15,96,89,75,100.0,15.625,0.38,True
snapgene,HIS3MX6,HIS3MX6,gene,1201,swissprot,Q75BD5,MRL1,CDS,1,0,57,57,819,763,819,100.0,6.959706959706963,3.12e-05,True
snapgene,HIS3MX6,HIS3MX6,gene,1201,snapgene,TEF_promoter,TEF promoter,promoter,1,0,344,344,344,1,344,100.0,100.0,0.0,False
snapgene,HIS3MX6,HIS3MX6,gene,1201,snapgene,S._pombe_his5,S. pombe his5,CDS,1,344,998,654,654,1,654,100.0,100.0,0.0,False
snapgene,HIS3MX6,HIS3MX6,gene,1201,snapgene,TEF_terminator,TEF terminator,terminator,1,1003,1201,198,198,1,198,100.0,100.0,5.42e-110,False
snapgene,HIV_1_gag,HIV-1 gag,CDS,1503,snapgene,HIV_1_Psi,HIV-1 Ψ,misc_feature,1,0,17,17,126,110,126,100.0,13.492063492063494,0.07,True
snapgene,HIV_1_gag,HIV-1 gag,CDS,1503,Rfam,RF01382,HIV-1 SL4,ncRNA,1,1,21,20,20,1,20,100.0,100.0,5.3e-06,False
snapgene,HIV_1_gag,HIV-1 gag,CDS,1503,Rfam,RF00376,HIV GSL3,ncRNA,1,64,148,84,84,1,84,100.0,100.0,3.5e-24,False
snapgene,HIV_1_gag,HIV-1 gag,CDS,1503,Rfam,RF00480,HIV FE,ncRNA,1,1295,1347,52,52,1,52,100.0,100.0,5.7e-13,False
snapgene,HIV_1_pol,HIV-1 pol,CDS,3012,Rfam,RF00480,HIV FE,ncRNA,1,0,52,52,52,1,52,100.0,100.0,1.1e-12,False
snapgene,HIV_1_pol,HIV-1 pol,CDS,3012,Rfam,RF01418,HIV POL-1 SL,ncRNA,1,381,494,113,113,1,113,100.0,100.0,3e-30,False
snapgene,HIV_1_pol,HIV-1 pol,CDS,3012,snapgene,cPPT___CTS,cPPT/CTS,misc_feature,1,2696,2814,118,118,1,118,100.0,100.0,7.51e-62,False
snapgene,HIV_1_Psi,HIV-1 Ψ,misc_feature,126,Rfam,RF00175,HIV-1 DIS,ncRNA,1,13,53,40,40,1,40,100.0,100.0,4.1e-13,False
snapgene,HIV_1_Psi,HIV-1 Ψ,misc_feature,126,Rfam,RF01380,HIV-1 SD,ncRNA,1,55,74,19,19,1,19,100.0,100.0,8.7e-07,False
snapgene,HIV_1_Psi,HIV-1 Ψ,misc_feature,126,Rfam,RF01381,HIV-1 SL3,ncRNA,1,82,105,23,23,1,23,100.0,100.0,1.5e-10,False
snapgene,HSP_terminator,HSP terminator,terminator,249,snapgene,ProtA,ProtA,CDS,-1,120,135,15,174,55,41,100.0,8.620689655172413,0.17,True
snapgene,HSV_TK_5'_UTR,HSV TK 5'-UTR,5'UTR,40,swissprot,P10208,UL24,CDS,-1,0,39,39,807,85,123,100.0,4.832713754646846,0.000766,True
snapgene,HSV_TK_promoter,HSV TK promoter,promoter,146,swissprot,P10208,UL24,CDS,-1,2,146,144,807,145,288,100.0,17.843866171003725,4.64e-35,True
snapgene,HSV_TK_promoter_(2),HSV TK promoter,promoter,752,swissprot,P10208,UL24,CDS,-1,89,752,663,807,145,807,99.1,82.15613382899627,2.03e-195,True
snapgene,HygR,HygR,CDS,1020,snapgene,hphMX6,hphMX6,gene,1,2,1019,1017,1576,356,1372,100.0,64.53045685279187,0.0,True
snapgene,HygR_(2),HygR,CDS,1038,snapgene,hphMX6,hphMX6,gene,1,3,1011,1008,1576,351,1358,100.0,63.95939086294417,0.0,True
snapgene,HygR_(3),HygR,CDS,1026,snapgene,hphMX6,hphMX6,gene,1,3,1025,1022,1576,351,1372,100.0,64.84771573604061,0.0,True
snapgene,HygR_(4),HygR,CDS,1026,snapgene,hphMX6,hphMX6,gene,1,3,1025,1022,1576,351,1372,99.902,64.84771573604061,0.0,True
snapgene,IE0_promoter,IE0 promoter,promoter,355,swissprot,Q04719,ME53,CDS,-1,0,87,87,1347,1,87,100.0,6.458797327394208,3.86e-16,True
snapgene,IE0_promoter,IE0 promoter,promoter,355,swissprot,P41699,Y140_NPVAC,CDS,1,157,337,180,180,1,180,100.0,100.0,1.9e-47,False
snapgene,IE1_promoter,IE1 promoter,promoter,592,swissprot,P41704,Y146_NPVAC,CDS,-1,1,532,531,603,1,531,100.0,88.05970149253731,8.65e-164,True
snapgene,IE1_terminator,IE1 terminator,terminator,308,snapgene,SV40_intron,SV40 intron,intron,1,48,63,15,97,13,27,100.0,15.463917525773198,0.22,True
snapgene,IE1_terminator,IE1 terminator,terminator,308,swissprot,P41705,E56,CDS,-1,64,307,243,1128,886,1128,90.1,21.54255319148936,3.6e-54,True
snapgene,IE1_terminator,IE1 terminator,terminator,308,snapgene,RSF1010_oriV,RSF1010 oriV,rep_origin,1,78,92,14,395,84,97,100.0,3.544303797468359,0.85,True
snapgene,IFP2.0,IFP2.0,CDS,966,snapgene,Bcl_2_SA,Bcl-2 SA,misc_feature,1,20,35,15,436,209,223,100.0,3.440366972477065,0.7,True
snapgene,IRES,IRES,misc_feature,567,Rfam,RF00210,IRES Picorna 2,ncRNA,1,108,565,457,462,1,462,88.0,98.91774891774891,1.1e-48,False
snapgene,IRES_(2),IRES,misc_feature,573,Rfam,RF00210,IRES Picorna 2,ncRNA,1,114,571,457,462,1,462,88.0,98.91774891774891,1.1e-48,False
snapgene,IRES_(3),IRES,misc_feature,552,Rfam,RF00210,IRES Picorna 2,ncRNA,1,91,548,457,462,1,462,88.0,98.91774891774891,1.1e-48,False
snapgene,IRES_(4),IRES,misc_feature,463,Rfam,RF00210,IRES Picorna 2,ncRNA,1,3,461,458,462,1,462,87.0,99.13419913419914,8.2e-47,False
snapgene,IRES_(5),IRES,misc_feature,573,Rfam,RF00210,IRES Picorna 2,ncRNA,1,114,572,458,462,1,462,87.0,99.13419913419914,4.8e-47,False
snapgene,IRES2,IRES2,misc_feature,587,Rfam,RF00210,IRES Picorna 2,ncRNA,1,114,572,458,462,1,462,87.0,99.13419913419914,4.3e-47,False
snapgene,IS1,IS1,mobile_element,768,swissprot,P0CF26,insB2,CDS,1,249,750,501,501,1,501,99.4,100.0,3.51e-154,False
snapgene,IgH_signal_sequence,IgH signal sequence,sig_peptide,139,snapgene,IgH_signal_sequence_(2),IgH signal sequence,CDS,1,0,129,129,139,1,129,98.45,92.80575539568345,5.14e-65,True
snapgene,IgH_signal_sequence,IgH signal sequence,sig_peptide,139,snapgene,chimeric_intron_(4),chimeric intron,intron,1,99,128,29,133,105,133,100.0,21.80451127819549,4.09e-10,True
snapgene,IgH_signal_sequence_(2),IgH signal sequence,CDS,139,snapgene,IgH_signal_sequence,IgH signal sequence,sig_peptide,1,0,129,129,139,1,129,98.45,92.80575539568345,5.14e-65,True
snapgene,IgH_signal_sequence_(2),IgH signal sequence,CDS,139,snapgene,chimeric_intron_(4),chimeric intron,intron,1,99,128,29,133,105,133,100.0,21.80451127819549,4.09e-10,True
snapgene,KanR,KanR,CDS,816,snapgene,kanMX,kanMX,gene,1,36,816,780,1357,375,1154,96.538,57.47973470891673,0.0,True
snapgene,KanR_(3),KanR,CDS,810,snapgene,kanMX,kanMX,gene,1,24,810,786,1357,369,1154,99.618,57.92188651436994,0.0,True
snapgene,KanR_(5),KanR,CDS,816,snapgene,kanMX,kanMX,gene,1,30,816,786,1357,369,1154,99.873,57.92188651436994,0.0,True
snapgene,KanR_(6),KanR,CDS,822,snapgene,bom,bom,misc_feature,-1,116,131,15,141,69,55,100.0,10.63829787234043,0.59,True
snapgene,LAC4_terminator,LAC4 terminator,terminator,619,snapgene,RPR1_promoter,RPR1 promoter,promoter,-1,1,16,15,407,158,144,100.0,3.68550368550369,0.44,True
snapgene,LAMP1,LAMP1,CDS,1254,snapgene,5'_beta_globin_insulator,5' β-globin insulator,misc_feature,1,540,555,15,72,50,64,100.0,20.833333333333343,0.91,True
snapgene,LshC2c2,LshC2c2,CDS,4170,snapgene,polyhedrin_5'_UTR,polyhedrin 5' UTR,5'UTR,1,1150,1167,17,46,19,35,100.0,36.95652173913043,0.19,True
snapgene,LshC2c2,LshC2c2,CDS,4170,snapgene,3'_CeU6,3' CeU6,misc_feature,1,1744,1764,20,237,140,159,95.0,8.438818565400851,0.77,True
snapgene,LshC2c2,LshC2c2,CDS,4170,snapgene,beta_globin_poly(A)_signal,β-globin poly(A) signal,polyA_signal,-1,3114,3130,16,56,23,8,100.0,28.57142857142857,0.77,True
snapgene,LuxE,LuxE,CDS,1113,snapgene,hsp70_poly(A),hsp70 poly(A),polyA_signal,-1,98,113,15,430,364,350,100.0,3.4883720930232585,0.8,True
snapgene,M13_fwd,M13 fwd,primer_bind,17,snapgene,BiP_signal_sequence,BiP signal sequence,sig_peptide,-1,5,17,12,54,29,18,100.0,22.22222222222223,0.27,True
snapgene,MAS_terminator,MAS terminator,terminator,253,swissprot,P27873,mas2,CDS,1,2,89,87,1077,985,1071,69.0,8.077994428969362,1.38e-10,True
snapgene,MAS_terminator,MAS terminator,terminator,253,snapgene,ADE2_promoter,ADE2 promoter,promoter,-1,180,194,14,376,48,35,100.0,3.723404255319153,0.69,True
snapgene,MCS,MCS,misc_feature,53,fpbase,jred,Jred,CDS,1,2,53,51,804,742,792,100.0,6.343283582089555,4.93e-10,True
snapgene,MCS_(4),MCS,misc_feature,81,fpbase,jred,Jred,CDS,1,9,78,69,804,727,795,95.7,8.582089552238813,6.21e-14,True
snapgene,MCS_(5),MCS,misc_feature,81,fpbase,jred,Jred,CDS,1,9,81,72,804,727,798,95.8,8.955223880597018,8.05e-15,True
snapgene,MCS_(6),MCS,misc_feature,78,fpbase,jred,Jred,CDS,1,6,78,72,804,727,798,95.8,8.955223880597018,7.37e-15,True
snapgene,MCS_(7),MCS,misc_feature,108,swissprot,Q86QH9,H1L1_OSTED,CDS,1,53,107,54,606,487,540,100.0,8.910891089108915,6.45e-09,True
snapgene,MESV_Psi,MESV Ψ,misc_feature,342,Rfam,RF00374,Gammaretro CES,ncRNA,1,76,177,101,101,1,101,100.0,100.0,2.4e-21,False
snapgene,MESV_Psi,MESV Ψ,misc_feature,342,swissprot,P0DOG8,GGAG_MLVAV,CDS,1,228,339,111,1875,91,210,62.5,5.920000000000002,1.19e-08,True
snapgene,MET17,MET17,CDS,1335,snapgene,FMDV_IRES,FMDV IRES,misc_feature,1,292,307,15,445,291,305,100.0,3.3707865168539257,0.97,True
snapgene,MET17_promoter,MET17 promoter,promoter,351,swissprot,O13544,YL302_YEAST,CDS,-1,3,351,348,360,13,360,100.0,96.66666666666667,4.56e-105,False
snapgene,MMLV_Psi,MMLV Ψ,misc_feature,358,Rfam,RF00374,Gammaretro CES,ncRNA,1,68,169,101,101,1,101,100.0,100.0,1.8e-21,False
snapgene,MMLV_Psi,MMLV Ψ,misc_feature,358,swissprot,P0DOG8,GGAG_MLVAV,CDS,1,149,356,207,1875,1,207,72.5,11.039999999999992,1.51e-29,True
snapgene,MMLV_Psi_(2),MMLV Ψ,misc_feature,200,Rfam,RF00374,Gammaretro CES,ncRNA,1,68,169,101,101,1,101,100.0,100.0,1e-21,False
snapgene,Mecp2_promoter,Mecp2 promoter,promoter,229,snapgene,tPA_signal___pro_sequence,tPA signal/pro sequence,sig_peptide,-1,155,169,14,96,40,27,100.0,14.583333333333329,0.62,True
snapgene,Mxe_GyrA_intein,Mxe GyrA intein,CDS,594,snapgene,rrk1_promoter___leader,rrk1 promoter/leader,promoter,-1,413,428,15,357,97,83,100.0,4.201680672268907,0.42,True
snapgene,NFAT_binding_site,NFAT binding site,protein_bind,30,snapgene,ARG4_promoter,ARG4 promoter,promoter,-1,5,17,12,316,62,51,100.0,3.7974683544303787,0.82,True
snapgene,NLS,NLS,CDS,27,snapgene,TEF1_promoter_(3),TEF1 promoter,promoter,-1,7,20,13,387,182,170,100.0,3.3591731266149907,0.17,True
snapgene,NeoR___KanR,NeoR/KanR,CDS,795,snapgene,bom,bom,misc_feature,-1,89,104,15,141,69,55,100.0,10.63829787234043,0.57,True
snapgene,NeoR___KanR_(3),NeoR/KanR,CDS,795,snapgene,bom,bom,misc_feature,-1,89,104,15,141,69,55,100.0,10.63829787234043,0.57,True
snapgene,NeoR___KanR_(4),NeoR/KanR,CDS,804,snapgene,bom,bom,misc_feature,-1,98,113,15,141,69,55,100.0,10.63829787234043,0.58,True
snapgene,NeoR___KanR_(6),NeoR/KanR,CDS,789,snapgene,bom,bom,misc_feature,-1,89,104,15,141,69,55,100.0,10.63829787234043,0.57,True
snapgene,Nm_gRNA_scaffold,Nm gRNA scaffold,misc_RNA,101,Rfam,RF01344,CRISPR-DR34,ncRNA,1,0,40,40,36,1,36,99.0,88.88888888888889,2.2e-06,False
snapgene,NrsR,NrsR,CDS,570,snapgene,natMX6,natMX6,gene,1,3,568,568,1123,351,918,98.415,50.578806767586826,0.0,True
snapgene,OCS_terminator,OCS terminator,terminator,708,snapgene,SNAP_tag(R),SNAP-tag®,CDS,-1,545,562,17,546,160,144,100.0,3.1135531135531096,0.033,True
snapgene,ORF1629,ORF1629,CDS,1342,snapgene,polyhedrin_3'_UTR,polyhedrin 3' UTR,3'UTR,1,0,344,344,373,30,373,100.0,92.22520107238606,0.0,True
snapgene,ORF1629_(2),ORF1629,CDS,589,snapgene,polyhedrin_3'_UTR,polyhedrin 3' UTR,3'UTR,1,0,344,344,373,30,373,100.0,92.22520107238606,0.0,True
snapgene,ORF603,ORF603,CDS,606,snapgene,baculovirus_recombination_region_(ORF603),baculovirus recombination region (ORF603),misc_recomb,1,78,606,528,588,1,528,100.0,89.79591836734694,0.0,True
snapgene,OVA_peptide,OVA peptide,CDS,24,snapgene,CEN4,CEN4,misc_feature,-1,2,15,13,293,293,281,100.0,4.436860068259392,0.14,True
snapgene,OpIE_1_promoter,OpIE-1 promoter,promoter,292,swissprot,O10375,ORF144,CDS,-1,0,240,240,591,1,240,100.0,40.609137055837564,9.269999999999999e-68,True
snapgene,OpIE_2_promoter,OpIE-2 promoter,promoter,548,swissprot,P41708,AC152,CDS,1,111,279,168,276,4,171,58.9,60.86956521739131,1.32e-17,True
snapgene,P_element_3'_end,P element 3' end,misc_feature,233,snapgene,P4M,P4M,CDS,1,25,39,14,306,14,27,100.0,4.575163398692808,0.63,True
snapgene,P_element_3'_end,P element 3' end,misc_feature,233,snapgene,GFP_nanobody,GFP nanobody,CDS,-1,67,81,14,342,307,294,100.0,4.093567251461991,0.63,True
snapgene,P_element_5'_end,P element 5' end,misc_feature,586,swissprot,Q7M3K2,T,CDS,1,152,443,291,2253,1,291,100.0,12.91611185086552,7.57e-77,True
snapgene,P_element_5'_end,P element 5' end,misc_feature,586,snapgene,hsp16_48_promoter,hsp16-48 promoter,promoter,1,341,357,16,305,69,84,100.0,5.245901639344268,0.11,True
snapgene,P_element_5'_end,P element 5' end,misc_feature,586,swissprot,Q7M3K2,T,CDS,1,501,585,84,2253,292,375,100.0,3.728362183754996,1.37e-13,True
snapgene,P4M,P4M,CDS,306,snapgene,P_element_3'_end,P element 3' end,misc_feature,1,13,27,14,233,26,39,100.0,6.008583690987123,0.85,True
snapgene,PDK_intron_(2),PDK intron,intron,1597,snapgene,cat_promoter_(2),cat promoter,promoter,1,247,340,93,103,11,103,100.0,90.29126213592234,3.29e-47,True
snapgene,PDK_intron_(2),PDK intron,intron,1597,snapgene,CmR_(3),CmR,CDS,1,340,1000,660,660,1,660,100.0,100.0,0.0,False
snapgene,PGK1_terminator,PGK1 terminator,terminator,271,snapgene,URA3_promoter,URA3 promoter,promoter,-1,2,16,14,217,14,1,100.0,6.451612903225808,0.74,True
snapgene,PGK1_terminator,PGK1 terminator,terminator,271,swissprot,P25614,YCR13C,CDS,-1,2,53,51,645,1,51,100.0,7.906976744186039,4.8e-06,True
snapgene,PGK1_terminator,PGK1 terminator,terminator,271,snapgene,ADH1_promoter,ADH1 promoter,promoter,1,29,51,22,397,15,36,95.455,5.541561712846345,0.003,True
snapgene,PGK1_terminator,PGK1 terminator,terminator,271,swissprot,P25615,POL4,CDS,-1,191,269,78,1746,1669,1746,100.0,4.467353951890033,3.46e-14,True
snapgene,PHO1_signal_sequence,PHO1 signal sequence,sig_peptide,66,snapgene,CEN4,CEN4,misc_feature,-1,13,28,15,293,170,156,100.0,5.11945392491468,0.039,True
snapgene,PLtetO_1_promoter,PLtetO-1 promoter,promoter,74,snapgene,tet_operator_(7),tet operator,protein_bind,1,0,19,19,19,1,19,100.0,100.0,0.000184,False
snapgene,PfAgo,PfAgo,CDS,2313,snapgene,IE1_terminator,IE1 terminator,terminator,-1,55,71,16,308,44,29,100.0,5.194805194805198,0.43,True
snapgene,ProtA,ProtA,CDS,174,snapgene,HSP_terminator,HSP terminator,terminator,-1,40,55,15,249,135,121,100.0,6.024096385542165,0.12,True
snapgene,QBI_SP163,QBI SP163,misc_feature,163,swissprot,Q00731,Vegfa,CDS,1,32,152,120,1176,403,522,100.0,10.204081632653057,2.87e-26,True
snapgene,QBI_SP163,QBI SP163,misc_feature,163,snapgene,SFFV_promoter_(2),SFFV promoter,promoter,1,34,48,14,402,123,136,100.0,3.482587064676622,0.43,True
snapgene,RRE,RRE,misc_feature,234,swissprot,P19551,env,CDS,1,1,232,231,2559,1540,1770,100.0,9.026963657678778,3.95e-57,True
snapgene,RSF_ori,RSF ori,rep_origin,750,Rfam,RF00106,RNAI,ncRNA,-1,55,159,104,102,1,102,96.0,98.03921568627452,4.6e-15,False
snapgene,RSF1010_oriT,RSF1010 oriT,oriT,88,swissprot,P07116,YPMF_ECOLX,CDS,1,0,87,87,441,352,438,100.0,19.72789115646259,1.03e-18,True
snapgene,RepA,RepA,CDS,3975,snapgene,N15_ori,N15 ori,rep_origin,1,3634,3724,90,90,1,90,100.0,100.0,5.0799999999999996e-45,False
snapgene,Rosa26_right_arm,Rosa26 right arm,misc_feature,4341,snapgene,Azami_Green,Azami-Green,CDS,1,3665,3688,23,681,217,239,95.652,3.37738619676945,0.013,True
snapgene,Rosa26_right_arm,Rosa26 right arm,misc_feature,4341,snapgene,ARG4_promoter,ARG4 promoter,promoter,-1,3908,3925,17,316,196,180,100.0,5.3797468354430436,0.2,True
snapgene,S_loop,S loop,CDS,54,snapgene,RRE,RRE,misc_feature,-1,40,53,13,234,115,103,100.0,5.555555555555557,0.47,True
snapgene,SA,SA,misc_feature,26,snapgene,beta_globin_intron,β-globin intron,intron,1,3,25,22,476,455,476,95.455,4.621848739495803,0.000167,True
snapgene,SIRT1,SIRT1,CDS,2244,snapgene,chicken_beta_actin_promoter,chicken β-actin promoter,promoter,1,399,417,18,257,209,226,100.0,7.003891050583661,0.026,True
snapgene,SIRT1_(2),SIRT1,CDS,2214,snapgene,chicken_beta_actin_promoter,chicken β-actin promoter,promoter,1,362,383,21,257,208,228,95.238,8.171206225680933,0.1,True
snapgene,SNR52_promoter,SNR52 promoter,promoter,269,snapgene,beta_globin_intron,β-globin intron,intron,1,51,67,16,476,17,32,100.0,3.3613445378151283,0.047,True
snapgene,SR_alpha_promoter,SRα promoter,promoter,615,snapgene,SV40_ori,SV40 ori,rep_origin,1,180,316,136,136,1,136,100.0,100.0,2.7300000000000002e-73,False
snapgene,SR_alpha_promoter,SRα promoter,promoter,615,swissprot,P0C6L2,SELP_SV40,CDS,1,247,316,69,69,1,69,100.0,100.0,2.05e-12,False
snapgene,SR_alpha_promoter,SRα promoter,promoter,615,snapgene,5'_LTR_(truncated)_(3),5' LTR (truncated),LTR,1,346,615,269,269,1,269,100.0,100.0,1.17e-152,False
snapgene,SV40_intron,SV40 intron,intron,97,snapgene,IE1_terminator,IE1 terminator,terminator,1,12,27,15,308,49,63,100.0,4.8701298701298725,0.062,True
snapgene,SV40_intron,SV40 intron,intron,97,swissprot,P03094,VP2_POVBK,CDS,1,45,96,51,1053,847,897,100.0,4.84330484330485,5.57e-08,True
snapgene,SV40_ori,SV40 ori,rep_origin,136,swissprot,P0C6L2,SELP_SV40,CDS,1,67,136,69,69,1,69,100.0,100.0,1.25e-14,False
snapgene,SV40_poly(A)_signal,SV40 poly(A) signal,polyA_signal,82,snapgene,AOX1_terminator,AOX1 terminator,terminator,-1,24,37,13,247,72,60,100.0,5.263157894736835,0.79,True
snapgene,SV40_poly(A)_signal_(2),SV40 poly(A) signal,polyA_signal,135,swissprot,P03087,VP1_SV40,CDS,-1,78,135,57,1086,1030,1086,100.0,5.248618784530393,9.48e-10,True
snapgene,SV40_poly(A)_signal_(3),SV40 poly(A) signal,polyA_signal,122,swissprot,P03087,VP1_SV40,CDS,-1,78,120,42,1086,1045,1086,100.0,3.8674033149171265,6.96e-05,True
snapgene,SV40_promoter,SV40 promoter,promoter,211,snapgene,SV40_ori,SV40 ori,rep_origin,1,69,205,136,136,1,136,100.0,100.0,8.979999999999999e-74,False
snapgene,SV40_promoter,SV40 promoter,promoter,211,swissprot,P0C6L2,SELP_SV40,CDS,1,136,205,69,69,1,69,100.0,100.0,6.4e-14,False
snapgene,SV40_promoter_(2),SV40 promoter,promoter,298,snapgene,SV40_ori,SV40 ori,rep_origin,1,167,298,131,136,1,131,100.0,96.32352941176471,1.2500000000000001e-70,False
snapgene,SV40_promoter_(2),SV40 promoter,promoter,298,swissprot,P0C6L2,SELP_SV40,CDS,1,234,297,63,69,1,63,100.0,91.30434782608695,1.55e-11,True
snapgene,SV40_promoter_(3),SV40 promoter,promoter,317,snapgene,SV40_ori,SV40 ori,rep_origin,1,167,303,136,136,1,136,100.0,100.0,1.3800000000000001e-73,False
snapgene,SV40_promoter_(3),SV40 promoter,promoter,317,swissprot,P0C6L2,SELP_SV40,CDS,1,234,303,69,69,1,69,100.0,100.0,3.39e-13,False
snapgene,SV40_promoter_(4),SV40 promoter,promoter,358,snapgene,SV40_ori,SV40 ori,rep_origin,1,208,344,136,136,1,136,100.0,100.0,1.5700000000000003e-73,False
snapgene,SV40_promoter_(4),SV40 promoter,promoter,358,swissprot,P0C6L2,SELP_SV40,CDS,1,275,344,69,69,1,69,100.0,100.0,5.32e-13,False
snapgene,SV40_promoter_(5),SV40 promoter,promoter,330,snapgene,SV40_ori,SV40 ori,rep_origin,1,180,316,136,136,1,136,100.0,100.0,1.44e-73,False
snapgene,SV40_promoter_(5),SV40 promoter,promoter,330,swissprot,P0C6L2,SELP_SV40,CDS,1,247,316,69,69,1,69,100.0,100.0,3.93e-13,False
snapgene,SV40_promoter_(6),SV40 promoter,promoter,197,snapgene,SV40_ori,SV40 ori,rep_origin,1,47,183,136,136,1,136,100.0,100.0,8.34e-74,False
snapgene,SV40_promoter_(6),SV40 promoter,promoter,197,swissprot,P0C6L2,SELP_SV40,CDS,1,114,183,69,69,1,69,100.0,100.0,4.76e-14,False
snapgene,ScCas9,ScCas9,CDS,4125,snapgene,MAS_promoter,MAS promoter,promoter,-1,1315,1332,17,381,293,277,100.0,4.461942257217842,0.19,True
snapgene,T5_promoter,T5 promoter,promoter,45,snapgene,tbb_2_terminator,tbb-2 terminator,terminator,1,8,22,14,324,73,86,100.0,4.320987654320987,0.096,True
snapgene,T5_promoter,T5 promoter,promoter,45,snapgene,lac_operator_(2),lac operator,protein_bind,1,20,37,17,17,1,17,100.0,100.0,0.002,False
snapgene,TEF_promoter,TEF promoter,promoter,344,swissprot,Q75BD5,MRL1,CDS,1,0,57,57,819,763,819,100.0,6.959706959706963,2.44e-06,True
snapgene,TEF1_promoter,TEF1 promoter,promoter,400,snapgene,CEN4,CEN4,misc_feature,1,222,237,15,293,173,187,100.0,5.11945392491468,0.28,True
snapgene,TEF1_promoter_(2),TEF1 promoter,promoter,412,snapgene,CEN4,CEN4,misc_feature,1,236,251,15,293,173,187,100.0,5.11945392491468,0.29,True
snapgene,TEF1_promoter_(3),TEF1 promoter,promoter,387,snapgene,CEN4,CEN4,misc_feature,1,211,226,15,293,173,187,100.0,5.11945392491468,0.27,True
snapgene,TEF1_promoter_(4),TEF1 promoter,promoter,408,snapgene,CEN4,CEN4,misc_feature,1,230,245,15,293,173,187,100.0,5.11945392491468,0.29,True
snapgene,TPGI_promoter,TPGI promoter,promoter,442,snapgene,UAS,UAS,protein_bind,1,0,118,118,118,1,118,100.0,100.0,1.08e-62,False
snapgene,TPGI_promoter,TPGI promoter,promoter,442,snapgene,tet_operator_(7),tet operator,protein_bind,1,325,344,19,19,1,19,100.0,100.0,0.001,False
snapgene,TRE3G_BI_promoter,TRE3G BI promoter,promoter,451,swissprot,P16836,UL126,CDS,-1,2,56,54,402,133,186,94.4,13.43283582089552,3.97e-05,True
snapgene,TRE3G_promoter,TRE3G promoter,promoter,379,snapgene,tet_operator_(3),tet operator,protein_bind,1,8,27,19,19,1,19,100.0,100.0,0.001,False
snapgene,TRE3GS_promoter,TRE3GS promoter,promoter,368,snapgene,tet_operator_(3),tet operator,protein_bind,1,8,27,19,19,1,19,100.0,100.0,0.001,False
snapgene,TRE3GV_promoter,TRE3GV promoter,promoter,350,snapgene,tet_operator_(3),tet operator,protein_bind,1,8,27,19,19,1,19,100.0,100.0,0.001,False
snapgene,TRP1,TRP1,CDS,675,snapgene,ARS1,ARS1,rep_origin,1,513,675,162,454,1,162,100.0,35.68281938325991,9.169999999999999e-89,True
snapgene,TRP1,TRP1,CDS,675,snapgene,CEN___ARS,CEN/ARS,misc_feature,1,513,675,162,1163,1,162,100.0,13.92949269131556,9.169999999999999e-89,True
snapgene,TcR,TcR,CDS,1191,snapgene,oriT,oriT,oriT,1,497,512,15,110,70,84,100.0,13.63636363636364,0.86,True
snapgene,Tn5_ME,Tn5 ME,misc_feature,19,snapgene,lef2,lef2,CDS,-1,7,19,12,125,34,23,100.0,9.599999999999994,0.36,True
snapgene,Tn7R,Tn7R,mobile_element,225,swissprot,P13988,tnsA,CDS,-1,1,91,90,819,1,90,100.0,10.989010989010993,4.12e-17,True
snapgene,URA3_promoter,URA3 promoter,promoter,217,snapgene,PGK1_terminator,PGK1 terminator,terminator,-1,0,14,14,271,16,3,100.0,5.166051660516601,0.59,True
snapgene,URA3_promoter,URA3 promoter,promoter,217,snapgene,pSC101_ori,pSC101 ori,rep_origin,1,20,34,14,223,37,50,100.0,6.278026905829591,0.59,True
snapgene,URA3_promoter_(2),URA3 promoter,promoter,216,snapgene,pSC101_ori,pSC101 ori,rep_origin,1,15,29,14,223,37,50,100.0,6.278026905829591,0.59,True
snapgene,URA3_promoter_(3),URA3 promoter,promoter,216,snapgene,pSC101_ori,pSC101 ori,rep_origin,1,15,29,14,223,37,50,100.0,6.278026905829591,0.59,True
snapgene,URA3_promoter_(5),URA3 promoter,promoter,211,snapgene,pSC101_ori,pSC101 ori,rep_origin,1,15,29,14,223,37,50,100.0,6.278026905829591,0.57,True
snapgene,UbC_promoter,UbC promoter,promoter,1212,snapgene,nucleoplasmin_NLS,nucleoplasmin NLS,CDS,-1,429,444,15,48,21,7,100.0,31.25,0.88,True
snapgene,UbC_promoter_(3),UbC promoter,promoter,1211,snapgene,nucleoplasmin_NLS,nucleoplasmin NLS,CDS,-1,429,444,15,48,21,7,100.0,31.25,0.88,True
snapgene,Ubi_promoter,Ubi promoter,promoter,1710,snapgene,intron,intron,intron,1,748,1710,962,962,1,962,100.0,100.0,0.0,False
